Gene,Gene_wo_suffix,PA14_locus,pae,paev,paei,pau,pap,pag,paf,pnc,paeb,pdk,psg,prp,paep,paer,paem,pael,paes,paeu,paeg,paec,paeo
braG,braG,PA14_50560,"pae02010,pae02024",,,"pau02010,pau02024","pap02010,pap02024","pag02010,pag02024","paf02010,paf02024","pnc02010,pnc02024","paeb02010,paeb02024",,,,,,,,,"paeu02010,paeu02024",,,
PA14_50570,PA14,PA14_50570,,,,,,,,,,,,,,,,,,,,,
PA14_50590,PA14,PA14_50590,,,,,,,,,,,,,,,,,,,,,
PA14_50600,PA14,PA14_50600,,,,,,,,,,,,,,,,,,,,,
PA14_50610,PA14,PA14_50610,,,,,,,,,,,,,,,,,,,,,
PA14_50620,PA14,PA14_50620,,,,,,,,,,,,,,,,,,,,,
PA14_50630,PA14,PA14_50630,,,,,,,,,,,,,,,,,,,,,
PA14_50640,PA14,PA14_50640,,,,,,,,,,,,,,,,,,,,,
PA14_05030,PA14,PA14_05030,,,,,,,,,,,,,,,,,,,,,
PA14_50650,PA14,PA14_50650,,,,,,,,,,,,,,,,,,,,,
PA14_50660,PA14,PA14_50660,,,,"pau00270,pau00920,pau01100,pau01110,pau01120,pau01200,pau01230",,,,,,,,,,,,,,,,,
PA14_50670,PA14,PA14_50670,,,,,,,,,,,,,,,,,,,,,
PA14_50680,PA14,PA14_50680,,,,,,,,,,,,,,,,,,,,,
PA14_50690,PA14,PA14_50690,,,,,,,,,,,,,,,,,,,,,
PA14_50700,PA14,PA14_50700,,,,,,,,,,,,,,,,,,,,,
PA14_50710,PA14,PA14_50710,,,,,,,,,,,,,,,,,,,,,
PA14_50720,PA14,PA14_50720,,,,,,,,,,,,,,,,,,,,,
PA14_50730,PA14,PA14_50730,,,,,,,,,,,,,,,,,,,,,
PA14_50740,PA14,PA14_50740,,,,,,,,,,,,,,,,,,,,,
PA14_05040,PA14,PA14_05040,,,,,,,,,,,,,,,,,,,,,
PA14_50750,PA14,PA14_50750,,,,,,,,,,,,,,,,,,,,,
PA14_50760,PA14,PA14_50760,,,,"pau00260,pau00561,pau00630,pau01100,pau01110,pau01120",,,,,,,,,,,,,,,,,
PA14_50770,PA14,PA14_50770,,,,,,,,,,,,,,,,,,,,,
PA14_50790,PA14,PA14_50790,,,,,,,,,,,,,,,,,,,,,
pdxH,pdxH,PA14_50800,"pae00750,pae01100,pae01120,pae01240","paev00750,paev01100,paev01120,paev01240","paei00750,paei01100,paei01120,paei01240","pau00750,pau01100,pau01120,pau01240","pap00750,pap01100,pap01120,pap01240","pag00750,pag01100,pag01120,pag01240","paf00750,paf01100,paf01120,paf01240","pnc00750,pnc01100,pnc01120,pnc01240","paeb00750,paeb01100,paeb01120,paeb01240",,,,,,,,,"paeu00750,paeu01100,paeu01120,paeu01240",,"paec00750,paec01100,paec01120,paec01240","paeo00750,paeo01100,paeo01120,paeo01240"
PA14_50810,PA14,PA14_50810,,,,,,,,,,,,,,,,,,,,,
PA14_50820,PA14,PA14_50820,,,,,,,,,,,,,,,,,,,,,
PA14_50830,PA14,PA14_50830,,,,,,,,,,,,,,,,,,,,,
dinG,dinG,PA14_50840,,,,,,,,,,,,,,,,,,,,,
PA14_50850,PA14,PA14_50850,,,,,,,,,,,,,,,,,,,,,
PA14_05050,PA14,PA14_05050,,,,,,,,,,,,,,,,,,,,,
PA14_50860,PA14,PA14_50860,,,,,,,,,,,,,,,,,,,,,
PA14_50870,PA14,PA14_50870,,,,,,,,,,,,,,,,,,,,,
PA14_50880,PA14,PA14_50880,,,,,,,,,,,,,,,,,,,,,
PA14_50890,PA14,PA14_50890,,,,,,,,,,,,,,,,,,,,,
PA14_50900,PA14,PA14_50900,,,,,,,,,,,,,,,,,,,,,
PA14_50910,PA14,PA14_50910,,,,,,,,,,,,,,,,,,,,,
PA14_50920,PA14,PA14_50920,,,,,,,,,,,,,,,,,,,,,
PA14_50930,PA14,PA14_50930,,,,,,,,,,,,,,,,,,,,,
PA14_50940,PA14,PA14_50940,,,,,,,,,,,,,,,,,,,,,
PA14_50950,PA14,PA14_50950,,,,,,,,,,,,,,,,,,,,,
PA14_05060,PA14,PA14_05060,,,,,,,,,,,,,,,,,,,,,
PA14_50970,PA14,PA14_50970,,,,,,,,,,,,,,,,,,,,,
pac,pac,PA14_50980,,,,,,,,,,,,,,,,,,,,,
PA14_51000,PA14,PA14_51000,,,,,,,,,,,,,,,,,,,,,
PA14_51010,PA14,PA14_51010,,,,,,,,,,,,,,,,,,,,,
PA14_51020,PA14,PA14_51020,,,,,,,,,,,,,,,,,,,,,
PA14_51040,PA14,PA14_51040,,,,,,,,,,,,,,,,,,,,,
PA14_51050,PA14,PA14_51050,,,,"pau00010,pau00053,pau00071,pau00280,pau00310,pau00330,pau00340,pau00380,pau00410,pau00561,pau00620,pau00625,pau00770,pau00903,pau01100,pau01110,pau01120,pau01240",,,,,,,,,,,,,,,,,
PA14_51060,PA14,PA14_51060,,,,,,,,,,,,,,,,,,,,,
PA14_05070,PA14,PA14_05070,,,,,,,,,,,,,,,,,,,,,
PA14_51070,PA14,PA14_51070,,,,,,,,,,,,,,,,,,,,,
PA14_51080,PA14,PA14_51080,,,,,,,,,,,,,,,,,,,,,
PA14_51090,PA14,PA14_51090,,,,,,,,,,,,,,,,,,,,,
PA14_51100,PA14,PA14_51100,,,,,,,,,,,,,,,,,,,,,
PA14_51110,PA14,PA14_51110,,,,,,,,,,,,,,,,,,,,,
PA14_51120,PA14,PA14_51120,,,,,,,,,,,,,,,,,,,,,
mucK,mucK,PA14_51150,,,,,,,,,,,,,,,,,,,,,
PA14_51160,PA14,PA14_51160,,,,,,,,,,,,,,,,,,,,,
pauA,pauA,PA14_51170,"pae00010,pae00620,pae00640,pae01100,pae01120",,,"pau00010,pau00620,pau00640,pau01100,pau01120",,"pag00010,pag00620,pag00640,pag01100,pag01120","paf00010,paf00620,paf00640,paf01100,paf01120","pnc00010,pnc00620,pnc00640,pnc01100,pnc01120","paeb00010,paeb00620,paeb00640,paeb01100,paeb01120",,,,,,,,,,,,
metX,metX,PA14_05080,,,,,,,,,"paeb00270,paeb00920,paeb01100,paeb01110,paeb01230","pdk00270,pdk00920,pdk01100,pdk01110,pdk01230","psg00270,psg00920,psg01100,psg01110,psg01230","prp00270,prp00920,prp01100,prp01110,prp01230","paep00270,paep00920,paep01100,paep01110,paep01230",,"paem00270,paem00920,paem01100,paem01110,paem01230","pael00270,pael00920,pael01100,pael01110,pael01230",,"paeu00270,paeu00920,paeu01100,paeu01110,paeu01230",,,
PA14_51190,PA14,PA14_51190,,,,,,,,,,,,,,,,,,,,,
PA14_51205,PA14,PA14_51205,,,,,,,,,,,,,,,,,,,,,
PA14_51220,PA14,PA14_51220,,,,,,,,,,,,,,,,,,,,,
purC,purC,PA14_51240,,,,,,,,,,,,,,,,,,,,,"paeo00230,paeo01100,paeo01110"
PA14_51250,PA14,PA14_51250,,,,,,,,,,,,,,,,,,,,,
PA14_51260,PA14,PA14_51260,,,,,,,,,,,,,,,,,,,,,
dapA,dapA,PA14_51270,"pae00261,pae00300,pae01100,pae01110,pae01120,pae01230","paev00261,paev00300,paev01100,paev01110,paev01120,paev01230","paei00261,paei00300,paei01100,paei01110,paei01120,paei01230","pau00261,pau00300,pau01100,pau01110,pau01120,pau01230","pap00261,pap00300,pap01100,pap01110,pap01120,pap01230","pag00261,pag00300,pag01100,pag01110,pag01120,pag01230","paf00261,paf00300,paf01100,paf01110,paf01120,paf01230","pnc00261,pnc00300,pnc01100,pnc01110,pnc01120,pnc01230","paeb00261,paeb00300,paeb01100,paeb01110,paeb01120,paeb01230",,,,,,,,,"paeu00261,paeu00300,paeu01100,paeu01110,paeu01120,paeu01230",,"paec00261,paec00300,paec01100,paec01110,paec01120,paec01230","paeo00261,paeo00300,paeo01100,paeo01110,paeo01120,paeo01230"
PA14_51280,PA14,PA14_51280,,,,,,,,,,,,,,,,,,,,,
PA14_05110,PA14,PA14_05110,,,,,,,,,,,,,,,,,,,,,
bcp,bcp,PA14_51290,,,,,,,,,,,,,,,,,,,,,
PA14_51300,PA14,PA14_51300,,,,,,,,,,,,,,,,,,,,,
PA14_51310,PA14,PA14_51310,,,,pau04122,,,,,,,,,,,,,,,,,
PA14_51320,PA14,PA14_51320,,,,,,,,,,,,,,,,,,,,,
nadA,nadA,PA14_51330,,,,,,,,,,,,,,,,,,,,,
mvfR,mvfR,PA14_51340,,,,,,,,,,,,,,,,,,,,,
phnB,phnB,PA14_51350,,,,,,,,"pnc00400,pnc00405,pnc01100,pnc01110,pnc01230,pnc02024,pnc02025","paeb00400,paeb00405,paeb01100,paeb01110,paeb01230,paeb02024,paeb02025",,,,,,,,,"paeu00400,paeu00405,paeu01100,paeu01110,paeu01230,paeu02024,paeu02025",,,
phnA,phnA,PA14_51360,"pae00400,pae00405,pae01100,pae01110,pae01230,pae02024,pae02025",,,"pau00400,pau00405,pau01100,pau01110,pau01230,pau02024,pau02025",,"pag00400,pag00405,pag01100,pag01110,pag01230,pag02024,pag02025","paf00400,paf00405,paf01100,paf01110,paf01230,paf02024,paf02025",,,,,,,,,,,"paeu00400,paeu00405,paeu01100,paeu01110,paeu01230,paeu02024,paeu02025",,,
pqsE,pqsE,PA14_51380,"pae00405,pae01110,pae02024,pae02025",,,"pau00405,pau01110,pau02024,pau02025",,"pag00405,pag01110,pag02024,pag02025","paf00405,paf01110,paf02024,paf02025","pnc00405,pnc01110,pnc02024,pnc02025","paeb00405,paeb01110,paeb02024,paeb02025",,,,,,,,,"paeu00405,paeu01110,paeu02024,paeu02025",,,
pqsD,pqsD,PA14_51390,"pae00405,pae01110,pae02024,pae02025","paev00405,paev01110,paev02024,paev02025","paei00405,paei01110,paei02024,paei02025","pau00405,pau01110,pau02024,pau02025",,"pag00405,pag01110,pag02024,pag02025","paf00405,paf01110,paf02024,paf02025","pnc00405,pnc01110,pnc02024,pnc02025","paeb00405,paeb01110,paeb02024,paeb02025",,,,,,,,,"paeu00405,paeu01110,paeu02024,paeu02025",,"paec00405,paec01110,paec02024,paec02025","paeo00405,paeo01110,paeo02024,paeo02025"
PA14_00510,PA14,PA14_00510,,,,,,,,,,,,,,,,,,,,,
PA14_05120,PA14,PA14_05120,,,,,,,,,,,,,,,,,,,,,
pqsC,pqsC,PA14_51410,"pae00405,pae01110,pae02024,pae02025",,,"pau00405,pau01110,pau02024,pau02025",,"pag00405,pag01110,pag02024,pag02025","paf00405,paf01110,paf02024,paf02025","pnc00405,pnc01110,pnc02024,pnc02025","paeb00405,paeb01110,paeb02024,paeb02025",,,,,,,,,,,,
pqsB,pqsB,PA14_51420,,,,,,,,,,,,,,,,,,"paeu00405,paeu01110,paeu02024,paeu02025",,,
pqsA,pqsA,PA14_51430,,,,,,,,,,,,,,,,,,,,,
ogt,ogt,PA14_51440,,,,,,,,,,,,,,,,,,,,,
cupC3,cupC3,PA14_51450,,,,,,,,,,,,,,,,,,,,,
cupC1,cupC1,PA14_51470,,,,,,,,,,,,,,,,,,,,,
PA14_51490,PA14,PA14_51490,,,,,,,,,,,,,,,,,,,,,
PA14_51500,PA14,PA14_51500,,,,,,,,,,,,,,,,,,,,,
PA14_05130,PA14,PA14_05130,,,,,,,,,,,,,,,,,,,,,
exoU,exoU,PA14_51530,,,,,,,,,,,,,,,,,,,,,
PA14_51540,PA14,PA14_51540,,,,,,,,,,,,,,,,,,,,,
PA14_51550,PA14,PA14_51550,,,,,,,,,,,,,,,,,,,,,
proC,proC,PA14_05150,"pae00330,pae01100,pae01110,pae01230","paev00330,paev01100,paev01110,paev01230","paei00330,paei01100,paei01110,paei01230","pau00330,pau01100,pau01110,pau01230","pap00330,pap01100,pap01110,pap01230","pag00330,pag01100,pag01110,pag01230",,,,,,,,,,,,,,,
PA14_51670,PA14,PA14_51670,,,,"pau00790,pau01100",,,,,,,,,,,,,,,,,
PA14_51680,PA14,PA14_51680,,,,,,,,,,,,,,,,,,,,,
PA14_51690,PA14,PA14_51690,,,,,,,,,,,,,,,,,,,,,
oprL,oprL,PA14_51710,,,,,,,,,,,,,,,,,,,,,
tolB,tolB,PA14_51720,,,,,,,,,,,,,,,,,,,,,
tolA,tolA,PA14_51730,,,,,,,,,,,,,,,,,,,,,
tolR,tolR,PA14_51740,,,,,,,,,,,,,,,,,,,,,
tolQ,tolQ,PA14_51750,,,,,,,,,,,,,,,,,,,,,
PA14_51770,PA14,PA14_51770,,,,"pau00130,pau00362,pau01100,pau01110,pau01120",,,,,,,,,,,,,,,,,
PA14_05160,PA14,PA14_05160,,,,,,,,,,,,,,,,,,,,,
ruvB,ruvB,PA14_51780,pae03440,paev03440,paei03440,pau03440,pap03440,pag03440,paf03440,pnc03440,paeb03440,pdk03440,psg03440,prp03440,paep03440,,paem03440,pael03440,,,,,
ruvA,ruvA,PA14_51790,,,,,,,,,paeb03440,pdk03440,psg03440,prp03440,,,paem03440,pael03440,paes03440,paeu03440,paeg03440,,
ruvC,ruvC,PA14_51800,,,,,,,,,,,,,,,,,,,,,
PA14_51810,PA14,PA14_51810,,,,,,,,,,,,,,,,,,,,,
aspS,aspS,PA14_51820,,,,,,,,,,,,,,,,,,,,,
PA14_51830,PA14,PA14_51830,,,,,,,,,,,,,,,,,,,,,
PA14_51840,PA14,PA14_51840,,,,,,,,,,,,,,,,,,,,,
PA14_51850,PA14,PA14_51850,,,,,,,,,,,,,,,,,,,,,
PA14_51860,PA14,PA14_51860,,,,,,,,,,,,,,,,,,,,,
oprD,oprD,PA14_51880,"pae01501,pae02020",,,"pau01501,pau02020","pap01501,pap02020","pag01501,pag02020","paf01501,paf02020",,,,,,,,,,,"paeu01501,paeu02020",,,
pilT,pilT,PA14_05180,,,,,,,,,,,,,,,,,,,,,
PA14_51890,PA14,PA14_51890,,,,,,,,,,,,,,,,,,,,,
proS,proS,PA14_51900,pae00970,paev00970,paei00970,pau00970,,,,,,,,,,,,,,,,paec00970,paeo00970
PA14_51910,PA14,PA14_51910,,,,,,,,,,,,,,,,,,,,,
PA14_51920,PA14,PA14_51920,,,,,,,,,,,,,,,,,,,,,
PA14_51930,PA14,PA14_51930,,,,,,,,,,,,,,,,,,,,,
PA14_51940,PA14,PA14_51940,,,,,,,,,,,,,,,,,,,,,
PA14_51950,PA14,PA14_51950,,,,,,,,,,,,,,,,,,,,,
PA14_51960,PA14,PA14_51960,,,,,,,,,,,,,,,,,,,,,
PA14_51980,PA14,PA14_51980,,,,,,,,,,,,,,,,,,,,,
wrbA,wrbA,PA14_51990,"pae00130,pae01100,pae01110,pae01240","paev00130,paev01100,paev01110,paev01240","paei00130,paei01100,paei01110,paei01240","pau00130,pau01100,pau01110,pau01240","pap00130,pap01100,pap01110,pap01240","pag00130,pag01100,pag01110,pag01240","paf00130,paf01100,paf01110,paf01240","pnc00130,pnc01100,pnc01110,pnc01240","paeb00130,paeb01100,paeb01110,paeb01240",,,,,,,,,"paeu00130,paeu01100,paeu01110,paeu01240",,"paec00130,paec01100,paec01110,paec01240","paeo00130,paeo01100,paeo01110,paeo01240"
pilU,pilU,PA14_05190,,,,,,,,,,,,,,,,,,,,,
PA14_52000,PA14,PA14_52000,,,,,,,,,,,,,,,,,,,,,
PA14_52010,PA14,PA14_52010,,,,,,,,,,,,,,,,,,,,,
PA14_52020,PA14,PA14_52020,,,,,,,,,,,,,,,,,,,,,
purM,purM,PA14_52040,,,,,,,,,,,,,,,,,,,,,
purN,purN,PA14_52050,,,,,,,,,,,,,,,,,,,,,
PA14_52060,PA14,PA14_52060,,,,,,,,,,,,,,,,,,,,,
PA14_52070,PA14,PA14_52070,,,,,,,,,,,,,,,,,,,,,
PA14_52080,PA14,PA14_52080,,,,,,,,,,,,,,,,,,,,,
PA14_52090,PA14,PA14_52090,,,,,,,,,,,,,,,,,,,,,
PA14_05200,PA14,PA14_05200,,,,,,,,,,,,,,,,,,,,,
PA14_52110,PA14,PA14_52110,,,,,,,,,,,,,,,,,,,,,
PA14_52120,PA14,PA14_52120,,,,,,,,,,,,,,,,,,,,,
PA14_52130,PA14,PA14_52130,,,,,,,,,,,,,,,,,,,,,
PA14_52140,PA14,PA14_52140,,,,,,,,,,,,,,,,,,,,,
lpxO2,lpxO2,PA14_52150,,,,,,,,,,,,,,,,,,,,,
mazG,mazG,PA14_52160,,,,,,,,,,,,,,,,,,,,,
relA,relA,PA14_52180,,,,,,,,,,,,,,,,,,,,,
rumA,rumA,PA14_52190,,,,,,,,,,,,,,,,,,,,,
cysM,cysM,PA14_52210,,"paev00270,paev01100,paev01230","paei00270,paei01100,paei01230","pau00270,pau01100,pau01230","pap00270,pap01100,pap01230","pag00270,pag01100,pag01230","paf00270,paf01100,paf01230","pnc00270,pnc01100,pnc01230","paeb00270,paeb01100,paeb01230","pdk00270,pdk01100,pdk01230","psg00270,psg01100,psg01230",,,,,,,"paeu00270,paeu01100,paeu01230",,"paec00270,paec01100,paec01230","paeo00270,paeo01100,paeo01230"
PA14_52230,PA14,PA14_52230,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_05210,PA14,PA14_05210,,,,,,,,,,,,,,,,,,,,,
PA14_52240,PA14,PA14_52240,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_52250,PA14,PA14_52250,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_52260,PA14,PA14_52260,,,,,,,,,,,,,,,,,,,,,
ldhA,ldhA,PA14_52270,"pae00620,pae01100,pae01120",,,"pau00620,pau01100,pau01120","pap00620,pap01100,pap01120","pag00620,pag01100,pag01120","paf00620,paf01100,paf01120",,,,,,,,,,,,,,
PA14_52280,PA14,PA14_52280,,,,,,,,,,,,,,,,,,,,,
PA14_52290,PA14,PA14_52290,,,,,,,,,,,,,,,,,,,,,
PA14_52300,PA14,PA14_52300,,,,,,,,,,,,,,,,,,,,,
dinP,dinP,PA14_52310,,,,,,,,,,,,,,,,,,,,,
PA14_52330,PA14,PA14_52330,,,,,,,,,,,,,,,,,,,,,
PA14_52340,PA14,PA14_52340,,,,,,,,,,,,,,,,,,,,,
PA14_05220,PA14,PA14_05220,,,,"pau00260,pau00270,pau01100,pau01110,pau01230",,,,,,,,,,,,,,,,,
PA14_52350,PA14,PA14_52350,,,,"pau01503,pau02020",,,,,,,,,,,,,,,,,
PA14_52370,PA14,PA14_52370,,,,,,,,,,,,,,,,,,,,,
PA14_52380,PA14,PA14_52380,,,,,,,,,,,,,,,,,,,,,
kup,kup,PA14_52400,,,,,,,,,,,,,,,,,,,,,
PA14_52420,PA14,PA14_52420,,,,,,,,,,,,,,,,,,,,,
PA14_52430,PA14,PA14_52430,,,,,,,,,,,,,,,,,,,,,
PA14_52440,PA14,PA14_52440,,,,,,,,,,,,,,,,,,,,,
mgtE,mgtE,PA14_52460,,,,,,,,,,,,,,,,,,,,,
PA14_52465,PA14,PA14_52465,,,,,,,,,,,,,,,,,,,,,
PA14_52480,PA14,PA14_52480,,,,,,,,,,,,,,,,,,,,,
PA14_05230,PA14,PA14_05230,,,,"pau00260,pau00270,pau00450,pau01100,pau01110,pau01230",,,,,,,,,,,,,,,,,
PA14_52490,PA14,PA14_52490,,,,,,,,,,,,,,,,,,,,,
PA14_52500,PA14,PA14_52500,,,,,,,,,,,,,,,,,,,,,
PA14_52510,PA14,PA14_52510,,,,,,,,,,,,,,,,,,,,,
PA14_52520,PA14,PA14_52520,,,,,,,,,,,,,,,,,,,,,
PA14_52530,PA14,PA14_52530,,,,,,,,,,,,,,,,,,,,,
rsmA,rsmA,PA14_52570,"pae02020,pae02025",,,"pau02020,pau02025",,,,,,,,,,,,,,,,,
lysC,lysC,PA14_52580,,,,,,,,,,,,,,,,,,,,,
alaS,alaS,PA14_52600,,,,,,,,,,,,,,,,,,,,,
PA14_52610,PA14,PA14_52610,,,,,,,,,,,,,,,,,,,,,
aruE,aruE,PA14_52630,,,,,,,,,"paeb00330,paeb01100",,,,,,,,,"paeu00330,paeu01100",,,
PA14_52640,PA14,PA14_52640,,,,,,,,,,,,,,,,,,,,,
aruB,aruB,PA14_52660,"pae00330,pae01100",,,"pau00330,pau01100",,"pag00330,pag01100","paf00330,paf01100","pnc00330,pnc01100","paeb00330,paeb01100",,,,,,,,,"paeu00330,paeu01100",,,
astD,astD,PA14_52670,,"paev00330,paev01100","paei00330,paei01100","pau00330,pau01100","pap00330,pap01100",,"paf00330,paf01100",,,"pdk00330,pdk01100","psg00330,psg01100","prp00330,prp01100","paep00330,paep01100",,"paem00330,paem01100","pael00330,pael01100",,"paeu00330,paeu01100","paeg00330,paeg01100","paec00330,paec01100","paeo00330,paeo01100"
aruG,aruG,PA14_52690,"pae00330,pae01100",,,"pau00330,pau01100",,"pag00330,pag01100","paf00330,paf01100","pnc00330,pnc01100","paeb00330,paeb01100",,,,,,,,,,,,
aruF,aruF,PA14_52700,"pae00330,pae01100","paev00330,paev01100","paei00330,paei01100","pau00330,pau01100","pap00330,pap01100","pag00330,pag01100","paf00330,paf01100","pnc00330,pnc01100","paeb00330,paeb01100",,,,,,,,,,,"paec00330,paec01100","paeo00330,paeo01100"
argD,argD,PA14_52720,,,,"pau00220,pau00300,pau01100,pau01110,pau01120,pau01210,pau01230",,,,"pnc00330,pnc01100","paeb00220,paeb00300,paeb01100,paeb01110,paeb01120,paeb01210,paeb01230","pdk00330,pdk01100","psg00330,psg01100","prp00220,prp00300,prp01100,prp01110,prp01120,prp01210,prp01230","paep00330,paep01100",,"paem00220,paem00300,paem01100,paem01110,paem01120,paem01210,paem01230","pael00220,pael00300,pael01100,pael01110,pael01120,pael01210,pael01230",,,,,
PA14_52730,PA14,PA14_52730,,,,,,,,,,,,,,,,,,,,,
argR,argR,PA14_52740,,,,,,,,,,,,,,,,,,,,,
aotP,aotP,PA14_52750,,,,,,,,,,,,,,,,,,,,,
PA14_52760,PA14,PA14_52760,,,,,,,,,,,,,,,,,,,,,
pyrB,pyrB,PA14_05260,,,,,,,,,,,,,,,,,,,,,
aotM,aotM,PA14_52770,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,,,,,,,paeu02010,,,
aotQ,aotQ,PA14_52780,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,,,,,,,paeu02010,,,
aotJ,aotJ,PA14_52790,pae02010,,,pau02010,pap02010,pag02010,paf02010,pnc02010,paeb02010,,,,,,,,,paeu02010,,,
acsA,acsA,PA14_52800,"pae00010,pae00620,pae00630,pae00640,pae00680,pae01100,pae01110,pae01120,pae01200",,,"pau00280,pau00650,pau01100",,"pag00010,pag00620,pag00630,pag00640,pag00680,pag01100,pag01110,pag01120,pag01200","paf00010,paf00620,paf00630,paf00640,paf00680,paf01100,paf01110,paf01120,paf01200","pnc00010,pnc00620,pnc00630,pnc00640,pnc00680,pnc01100,pnc01110,pnc01120,pnc01200","paeb00010,paeb00620,paeb00630,paeb00640,paeb00680,paeb01100,paeb01110,paeb01120,paeb01200",,,,,,,,,,,,
PA14_52810,PA14,PA14_52810,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_52820,PA14,PA14_52820,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_52840,PA14,PA14_52840,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_52850,PA14,PA14_52850,,,,,,,,,,,,,,,,,,,,,
PA14_52870,PA14,PA14_52870,,,,,,,,,,,,,,,,,,,,,
PA14_52880,PA14,PA14_52880,,,,,,,,,,,,,,,,,,,,,
pyrR,pyrR,PA14_05270,,,,,,,,,,,,,,,,,,,,,
PA14_52890,PA14,PA14_52890,,,,,,,,,,,,,,,,,,,,,
PA14_52900,PA14,PA14_52900,,,,"pau00071,pau00280,pau01100,pau01110,pau01212",,,,,,,,,,,,,,,,,
PA14_52910,PA14,PA14_52910,,,,"pau00660,pau01100",,,,,,,,,,,,,,,,,
PA14_52920,PA14,PA14_52920,,,,,,,,,,,,,,,,,,,,,
PA14_52930,PA14,PA14_52930,,,,,,,,,,,,,,,,,,,,,
PA14_52940,PA14,PA14_52940,,,,,,,,,,,,,,,,,,,,,
PA14_52960,PA14,PA14_52960,,,,,,,,,,,,,,,,,,,,,
phhR,phhR,PA14_52980,,,,,,,,,,,,,,,,,,,,,
yqgF,yqgF,PA14_05280,,,,,,,,,,,,,,,,,,,,,
phhA,phhA,PA14_52990,,,,,,,,,,,,,,,,,,,,,
phhB,phhB,PA14_53000,,,,,,,,,,,,,,,,,,,,,
phhC,phhC,PA14_53010,"pae00270,pae00350,pae00360,pae00400,pae00401,pae01100,pae01110,pae01230",,,"pau00270,pau00350,pau00360,pau00400,pau00401,pau01100,pau01110,pau01230","pap00270,pap00350,pap00360,pap00400,pap00401,pap01100,pap01110,pap01230","pag00270,pag00350,pag00360,pag00400,pag00401,pag01100,pag01110,pag01230","paf00270,paf00350,paf00360,paf00400,paf00401,paf01100,paf01110,paf01230","pnc00270,pnc00350,pnc00360,pnc00400,pnc00401,pnc01100,pnc01110,pnc01230","paeb00270,paeb00350,paeb00360,paeb00400,paeb00401,paeb01100,paeb01110,paeb01230",,,,,,,,,,,,
pbpG,pbpG,PA14_53020,,,,,,,,,,,,,,,,,,,,,
PA14_53030,PA14,PA14_53030,,,,,,,,,,,,,,,,,,,,,
PA14_53040,PA14,PA14_53040,,,,,,,,,,,,,,,,,,,,,
aroP2,aroP2,PA14_53050,,,,,,,,,,,,,,,,,,,,,
hpd,hpd,PA14_53070,"pae00130,pae00350,pae00360,pae01100,pae01240",,,"pau00130,pau00350,pau00360,pau01100,pau01240",,"pag00130,pag00350,pag00360,pag01100,pag01240","paf00130,paf00350,paf00360,paf01100,paf01240","pnc00130,pnc00350,pnc00360,pnc01100,pnc01240","paeb00130,paeb00350,paeb00360,paeb01100,paeb01240",,,,,,,,,,,,
PA14_53090,PA14,PA14_53090,,,,,,,,,,,,,,,,,,,,,
PA14_05290,PA14,PA14_05290,,,,,,,,,,,,,,,,,,,,,
PA14_53100,PA14,PA14_53100,,,,,,,,,,,,,,,,,,,,,
PA14_53110,PA14,PA14_53110,,,,,,,,,,,,,,,,,,,,,
PA14_53120,PA14,PA14_53120,,,,,,,,,,,,,,,,,,,,,
PA14_53140,PA14,PA14_53140,,,,,,,,,,,,,,,,,,,,,
PA14_53150,PA14,PA14_53150,,,,,,,,,,,,,,,,,,,,,
PA14_53160,PA14,PA14_53160,,,,,,,,,,,,,,,,,,,,,
PA14_53180,PA14,PA14_53180,,,,,,,,,,,,,,,,,,,,,
bolA,bolA,PA14_53190,,,,,,,,,,,,,,,,,,,,,
PA14_53200,PA14,PA14_53200,,,,,,,,,,,,,,,,,,,,,
PA14_53210,PA14,PA14_53210,,,,,,,,,,,,,,,,,,,,,
PA14_05300,PA14,PA14_05300,,,,,,,,,,,,,,,,,,,,,
fumC2,fumC2,PA14_53220,,,,,,,,,,,,,,,,,,,,,
PA14_53230,PA14,PA14_53230,,,,,,,,,,,,,,,,,,,,,
cpbD,cpbD,PA14_53250,,,,,,,,,,,,,,,,,,,,,
PA14_53260,PA14,PA14_53260,,,,"pau00260,pau00290,pau01100,pau01110,pau01200,pau01230",,,,,,,,,,,,,,,,,
PA14_53270,PA14,PA14_53270,,,,,,,,,,,,,,,,,,,,,
trxB2,trxB2,PA14_53290,"pae00030,pae01100",,,"pau00030,pau01100",pap00450,"pag00030,pag01100","paf00030,paf01100","pnc00030,pnc01100","paeb00030,paeb01100",,,,,,,,,"paeu00030,paeu01100",,,
PA14_53300,PA14,PA14_53300,,,,,,,,,,,,,,,,,,,,,
PA14_53310,PA14,PA14_53310,,,,,,,,,,,,,,,,,,,,,
PA14_53330,PA14,PA14_53330,,,,,,,,,,,,,,,,,,,,,
PA14_53340,PA14,PA14_53340,,,,"pau00600,pau01100",,,,,,,,,,,,,,,,,
